Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
2019,49739,15346,St Patrick's Special School,Dulwich,SA,5065,Catholic,Special,School Single Entity,Individual Reporting,http://www.stpats.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,U,Major Cities,1084,,11,24,22,43,17,14.2,30,17.1,53,18,35,52.4,0,9
2019,49740,365,St Mary Magdalene's School,Elizabeth Grove,SA,5112,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smm.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,912,11,64,23,9,3,8,6.8,6,3.4,90,46,44,90,14,21
2019,49741,386,St Thomas More School,Elizabeth Park,SA,5113,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sttmore.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,938,18,56,29,13,2,15,12.4,16,6.8,171,84,87,171,11,16
2019,49742,338,St Joseph's Parish School,Gladstone,SA,5473,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjoglad.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Outer Regional,993,42,34,31,27,9,7,4.7,6,2.3,53,30,23,53,4,2
2019,49743,15345,Our Lady of La Vang School,Flinders Park,SA,5025,Catholic,Special,School Single Entity,Individual Reporting,http://www.lavang.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,U,Major Cities,1040,,20,27,32,20,17,14.4,33,22.1,62,17,45,61.5,2,17
2019,49744,291,Our Lady of Grace School,Glengowrie,SA,5044,Catholic,Primary,School Single Entity,Individual Reporting,http://olg.wa.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1085,81,4,20,42,34,14,11,12,5.8,208,106,102,208,2,1
2019,49745,387,St Thomas' School,Goodwood,SA,5034,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stg.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1116,89,3,14,33,51,24,18.8,16,9.2,382,185,197,382,0,4
2019,49746,364,St Martin's Catholic Primary School,Greenacres,SA,5086,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smg.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1066,75,10,24,37,29,30,24,18,11.7,439,208,231,439,3,40
2019,49747,339,St Joseph's School,Hectorville,SA,5073,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjh.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1063,74,12,28,33,27,34,25.9,16,9.5,505,267,238,505,0,20
2019,49748,26772,Nazareth Catholic College,Findon,SA,5023,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.nazareth.org.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-12,Major Cities,1041,65,17,32,31,20,158,136.5,88,60.5,1976,1010,966,1975.2,1,18
2019,49749,323,St James School,Jamestown,SA,5491,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjames.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Outer Regional,1052,70,10,35,34,21,10,6.6,6,2.3,91,54,37,91,0,0
2019,49750,313,St Brigid's School,Kilburn,SA,5084,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stb.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,941,19,55,24,15,6,11,9.2,11,5.3,139,67,72,139,6,69
2019,49751,341,St Joseph's School,Kingswood,SA,5062,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjk.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1142,94,2,6,28,65,20,13.9,10,4.9,227,113,114,227,0,4
2019,49752,317,St Francis School,Lockleys,SA,5032,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sflockleys.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1082,80,5,26,37,32,28,21.9,14,11.1,406,197,209,406,0,8
2019,49753,305,St Albert's Catholic School,Loxton,SA,5333,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stalbert.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Outer Regional,1052,70,8,34,36,23,8,5.8,7,2.6,88,51,37,88,1,0
2019,49754,373,St Patrick's School,Mansfield Park,SA,5012,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stpatsmp.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,996,44,35,31,22,12,19,13.3,12,5.1,218,99,119,218,2,74
2019,49755,309,St Anthony's Catholic Primary School,Millicent,SA,5280,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sta.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Outer Regional,1026,58,17,39,31,13,15,12,12,5.8,197,105,92,197,2,2
2019,49756,381,St Francis de Sales College,Mount Barker,SA,5251,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stfrancis.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-12,Inner Regional,1043,67,13,33,35,19,56,51,33,23.8,716,354,362,715,2,2
2019,49757,344,St Joseph's School,Murray Bridge,SA,5253,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjomb.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Inner Regional,995,43,30,37,26,8,31,28.1,13,7.8,476,221,255,475.2,6,12
2019,49758,334,St Joseph's Memorial School,Norwood,SA,5067,Catholic,Primary,School Head Campus,Rolled Reporting,http://www.sjms.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1117,89,2,14,33,51,25,16.1,11,5.9,241,120,121,240.5,0,18
2019,49759,346,St Joseph's School,Ottoway,SA,5013,Catholic,Primary,School Single Entity,Individual Reporting,https://www.stjotto.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,987,40,36,35,21,9,12,9.4,8,4,140,67,73,140,4,55
2019,49760,380,St Raphael's School,Parkside,SA,5063,Catholic,Primary,School Single Entity,Individual Reporting,http://www.raph.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1115,89,3,13,33,50,14,8.9,9,3.5,155,65,90,155,0,10
2019,49761,347,St Joseph's School,Payneham South,SA,5070,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjopayn.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1073,77,8,26,37,29,25,23.2,15,7.4,378,170,208,378,0,11
2019,49762,348,Mary MacKillop Memorial School,Penola,SA,5277,Catholic,Primary,School Single Entity,Individual Reporting,http://www.mmms.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Outer Regional,1061,73,10,26,39,25,8,6,8,2.3,86,45,41,86,0,1
2019,49763,349,St Joseph's School,Peterborough,SA,5422,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjopet.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Outer Regional,919,13,58,30,11,2,7,5.8,0,0,73,38,35,72.8,18,0
2019,49764,330,St John the Baptist Catholic School,Plympton,SA,5038,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjohnpl.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1076,78,6,26,38,30,22,18.9,17,9.9,322,167,155,322,1,18
2019,49765,301,Rosary School,Prospect,SA,5082,Catholic,Primary,School Single Entity,Individual Reporting,http://www.rosary.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1080,80,7,23,35,34,27,22.9,11,5.8,373,182,191,373,1,9
2019,49766,354,Tenison Woods Catholic Primary School,Richmond,SA,5033,Catholic,Primary,School Single Entity,Individual Reporting,http://www.twcs.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1076,78,7,25,35,33,14,11.1,6,3.8,164,79,85,164,2,13
2019,49767,283,Our Lady of Mount Carmel Parish School,Pennington,SA,5013,Catholic,Primary,School Single Entity,Individual Reporting,http://www.mcps.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1016,53,25,32,29,14,23,16.9,13,6.3,290,162,128,290,4,27
2019,49768,311,St Bernadette's School,St Marys,SA,5042,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stberna.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1064,74,10,26,35,30,7,5.8,6,2.5,104,51,53,104,2,68
2019,49769,310,St Augustine's Parish School,Salisbury,SA,5108,Catholic,Primary,School Single Entity,Individual Reporting,http://www.saps.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,985,39,40,32,23,6,45,37.2,24,13.9,603,312,291,603,1,25
2019,49770,271,Stella Maris Parish School,Seacombe Gardens,SA,5047,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smps.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1082,80,6,23,37,35,24,18.2,14,5.8,330,158,172,330,2,6
2019,49771,397,St Catherine's School,Stirling,SA,5152,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stcaths.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1122,90,1,10,36,53,16,11.1,7,4.4,194,99,95,194,0,2
2019,49772,296,Our Lady of the Visitation School,Taperoo,SA,5017,Catholic,Primary,School Single Entity,Individual Reporting,http://www.olv.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1020,55,20,39,29,12,12,10.4,11,5.6,135,71,64,135,4,10
2019,49773,358,St Joseph's School,Tranmere,SA,5073,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjotran.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1097,85,4,18,38,40,21,14.7,9,4.3,251,132,119,251,1,4
2019,49774,372,St Monica's Parish School,Walkerville,SA,5081,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stmonica.catholic.edu.au/,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1103,86,5,17,32,45,18,12.1,7,2.7,210,111,99,210,0,16
2019,49776,250,Christ the King School,Warradale,SA,5046,Catholic,Primary,School Single Entity,Individual Reporting,http://www.christking.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1087,82,6,20,38,36,13,10.3,12,4.7,160,73,87,160,0,16
2019,49777,379,St Pius X School,Windsor Gardens,SA,5087,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stpiusx.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1080,80,7,22,35,36,32,24.8,19,9.1,443,220,223,442.4,1,1
2019,49778,403,Whitefriars School,Woodville Park,SA,5011,Catholic,Primary,School Single Entity,Individual Reporting,http://www.whitefriars.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1068,76,10,26,33,31,31,24.1,13,5.7,429,217,212,429,0,37
2019,49779,314,St Columba's Memorial School,Yorketown,SA,5576,Catholic,Primary,School Single Entity,Individual Reporting,http://www.scms.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Remote,998,45,24,41,29,6,9,5.9,11,4.8,85,34,51,85,0,0
2019,49780,351,Caritas College,Port Augusta West,SA,5700,Catholic,Combined,School Single Entity,Individual Reporting,http://www.cc.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-12,Outer Regional,1016,54,17,35,33,16,42,36.7,17,11.3,454,225,229,454,9,5
2019,49781,2602,Antonio Catholic School,Morphett Vale,SA,5162,Catholic,Primary,School Single Entity,Individual Reporting,http://www.antonio.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1002,47,28,40,25,7,16,12.7,11,6.5,201,100,101,201,2,5
2019,49782,23695,Galilee Catholic School,Aldinga,SA,5173,Catholic,Primary,School Single Entity,Individual Reporting,http://www.galilee.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1026,58,23,35,28,14,25,17.7,18,10,295,159,136,294.8,0,6
2019,49783,14109,Emmaus Catholic School,Woodcroft,SA,5162,Catholic,Primary,School Single Entity,Individual Reporting,http://www.emmaus.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1036,63,17,35,35,14,19,12.4,14,4.9,217,105,112,217,0,8
2019,49784,14129,All Saints Catholic Primary School,Seaford,SA,5169,Catholic,Primary,School Single Entity,Individual Reporting,http://www.allsaints.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-6,Major Cities,1025,57,18,36,34,12,35,31.9,22,13.2,528,256,272,527.8,3,7
2019,49785,14130,Our Lady of Hope School,Greenwith,SA,5125,Catholic,Primary,School Single Entity,Individual Reporting,http://www.oloh.catholic.edu.au,Catholic Education South Australia,http://www.cesa.catholic.edu.au,R-7,Major Cities,1042,66,13,39,33,15,23,17.6,11,6,282,152,130,282,1,2
2019,49787,391,Prescott College,Prospect,SA,5082,Independent,Secondary,School Single Entity,Individual Reporting,http://www.prescottcollege.com.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,7-12,Major Cities,1038,64,25,23,28,24,22,20.7,11,4.1,207,95,112,207,0,3
2019,49788,14653,Heritage College,Oakden,SA,5086,Independent,Combined,School Single Entity,Individual Reporting,http://www.heritage.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1040,65,16,34,34,17,33,29,20,13.6,407,201,206,407,0,48
2019,49789,2630,Crossways Lutheran School,Ceduna,SA,5690,Independent,Combined,School Single Entity,Individual Reporting,http://www.crossways.sa.edu.au/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-10,Very Remote,746,2,78,17,5,0,16,12,19,9.7,126,73,53,126,75,3
2019,49790,4059,Calvary Lutheran Primary School,Morphett Vale,SA,5162,Independent,Primary,School Single Entity,Individual Reporting,http://www.calvary.sa.edu.au,"Lutheran Education South Australia, Northern Territory & Western Australia",http://www.lesnw.edu.au,R-7,Major Cities,1016,53,26,35,27,12,18,14.2,14,10.6,245,111,134,245,2,11
2019,49791,4038,The Hills Christian Community School,Verdun,SA,5245,Independent,Combined,School Head Campus,Rolled Reporting,http://www.hccs.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Inner Regional,1077,79,8,24,36,32,47,33.8,36,19,501,227,274,500.4,1,3
2019,49792,4040,Temple Christian College,Mile End,SA,5031,Independent,Combined,School Head Campus,Rolled Reporting,http://www.templecc.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,7-12,Major Cities,1030,60,22,32,28,18,86,72.3,80,47,947,492,455,946.8,1,24
2019,49793,15944,Concordia College,Highgate,SA,5063,Independent,Combined,School Head Campus,Rolled Reporting,http://www.concordia.sa.edu.au,"Lutheran Education South Australia, Northern Territory & Western Australia",http://www.lesnw.edu.au,R-12,Major Cities,1141,94,2,9,25,64,125,102,72,47.3,1242,585,657,1240.9,0,7
2019,49794,13508,Tyndale Christian School Strathalbyn,Strathalbyn,SA,5255,Independent,Combined,School Single Entity,Individual Reporting,http://st.tyndale.sa.edu.au,Christian Schools Australia,http://www.csa.edu.au,R-12,Inner Regional,1019,55,19,38,32,11,34,26,22,14.5,324,172,152,323.3,3,4
2019,49795,13281,Woodcroft College,Morphett Vale,SA,5162,Independent,Combined,School Single Entity,Individual Reporting,https://www.woodcroft.sa.edu.au/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1083,80,7,21,37,34,113,99.5,54,46,1277,614,663,1276.5,0,6
2019,49796,13279,Southern Montessori School,O'Sullivan Beach,SA,5166,Independent,Combined,School Head Campus,Rolled Reporting,http://www.southernmontessori.sa.edu.au,Montessori Australia,http://www.montessori.org.au,R-9,Major Cities,1099,85,7,16,34,43,18,13.7,13,7.1,184,101,83,184,1,8
2019,49797,13280,Sunrise Christian School Whyalla,Whyalla Norrie,SA,5608,Independent,Combined,School Single Entity,Individual Reporting,https://sunrise.sa.edu.au/whyalla/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-7,Outer Regional,1038,64,19,27,30,25,16,12.6,23,7.5,180,76,104,180,3,28
2019,49798,17262,Cornerstone College,Mount Barker,SA,5251,Independent,Secondary,School Single Entity,Individual Reporting,http://www.cornerstone.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,7-12,Inner Regional,1086,81,6,21,37,36,82,72,51,34.7,879,457,422,879,0,1
2019,49799,263,Immanuel Primary School,Novar Gardens,SA,5040,Independent,Primary,School Single Entity,Individual Reporting,http://www.immanuelps.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-6,Major Cities,1118,89,2,13,33,53,45,39.4,24,17.7,580,284,296,580,2,22
2019,49800,17260,Immanuel College,Novar Gardens,SA,5040,Independent,Secondary,School Single Entity,Individual Reporting,http://www.immanuel.sa.edu.au,"Lutheran Education South Australia, Northern Territory & Western Australia",http://www.lesnw.edu.au,7-12,Major Cities,1121,90,2,11,31,56,104,92.9,59,44,935,475,460,935,3,17
2019,49802,85515,Sunrise Christian School Morphett Vale,Morphett Vale,SA,5162,Independent,Primary,School Single Entity,Individual Reporting,http://www.sunrise.sa.edu.au/morphettvale,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-6,Major Cities,1085,81,4,19,46,31,11,6.8,23,5.9,107,52,55,107,0,15
2019,49803,85517,Sunrise Christian School Paradise,Paradise,SA,5075,Independent,Primary,School Single Entity,Individual Reporting,http://www.sunrise.sa.edu.au/paradise,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-7,Major Cities,1093,83,6,22,34,39,14,9.4,21,5,135,76,59,135,0,57
2019,49804,14586,Cedar College,Northgate,SA,5085,Independent,Combined,School Single Entity,Individual Reporting,http://www.cedarcollege.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1072,77,9,26,35,31,82,64,58,32.6,838,449,389,838,1,27
2019,49805,16516,St Peters Lutheran School,Blackwood,SA,5051,Independent,Primary,School Single Entity,Individual Reporting,http://www.stpeterslutheran.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-7,Major Cities,1133,93,1,9,33,58,12,9.4,9,5.9,143,69,74,143,0,12
2019,49807,18130,Saint Spyridon College,Unley,SA,5061,Independent,Primary,School Single Entity,Individual Reporting,http://www.saintspyridon.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-7,Major Cities,1132,92,2,13,26,59,7,7,4,4,57,29,28,57,0,6
2019,49808,280,Annesley College,Wayville,SA,5034,Independent,Primary,School Single Entity,Individual Reporting,http://www.annesley.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-6,Major Cities,1157,96,0,7,19,74,15,14,13,9.5,161,92,69,161,0,7
2019,49809,85514,Sunrise Christian School Naracoorte,Naracoorte,SA,5271,Independent,Combined,School Single Entity,Individual Reporting,https://sunrise.sa.edu.au/naracoorte/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-7,Outer Regional,1040,65,13,33,36,18,12,8.4,20,5,136,61,75,136,1,22
2019,49810,298,Seymour College,Glen Osmond,SA,5064,Independent,Combined,School Single Entity,Individual Reporting,http://www.seymour.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1145,95,2,8,24,66,89,79.4,63,51.1,762,762,0,762,1,13
2019,49811,299,Prince Alfred College,Kent Town,SA,5067,Independent,Combined,School Single Entity,Individual Reporting,http://www.pac.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1148,95,1,7,25,67,127,113.9,117,85.5,1127,0,1127,1127,1,19
2019,49812,300,Pulteney Grammar School,Adelaide,SA,5000,Independent,Combined,School Single Entity,Individual Reporting,http://www.pulteney.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1154,96,1,6,22,71,96,83.1,59,46.7,872,347,525,870.6,0,14
2019,49813,252,St Peter's College,St Peters,SA,5069,Independent,Combined,School Single Entity,Individual Reporting,http://www.stpeters.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1153,96,2,7,21,69,147,138.2,124,91.6,1451,0,1451,1451,0,11
2019,49814,377,St Peter's Collegiate Girls' School,Stonyfell,SA,5066,Independent,Combined,School Single Entity,Individual Reporting,http://www.stpetersgirls.sa.edu.au/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1173,98,1,4,19,76,77,67,65,49.1,710,710,0,710,0,19
2019,49815,390,Scotch College,Torrens Park,SA,5062,Independent,Combined,School Head Campus,Rolled Reporting,http://www.scotch.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1157,96,1,5,21,73,116,99.7,78,58.2,1094,509,585,1094,1,6
2019,49816,401,Walford Anglican School for Girls,Hyde Park,SA,5061,Independent,Combined,School Single Entity,Individual Reporting,http://www.walford.asn.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1159,97,1,8,22,69,74,60.6,38,29.4,539,539,0,538.3,0,19
2019,49817,402,Westminster School,Marion,SA,5043,Independent,Combined,School Single Entity,Individual Reporting,http://www.westminster.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1122,90,3,13,30,55,137,124.7,70,56,1157,568,589,1157,2,89
2019,49818,404,Wilderness School,Medindie,SA,5081,Independent,Combined,School Single Entity,Individual Reporting,http://www.wilderness.com.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1169,98,1,6,19,74,90,75.3,52,32.1,823,823,0,822.2,0,18
2019,49819,13521,Willunga Waldorf School,Willunga,SA,5172,Independent,Combined,School Single Entity,Individual Reporting,http://www.willungawaldorfschool.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1084,81,8,23,32,37,37,27.4,28,15.7,356,189,167,356,1,0
2019,49820,16031,Trinity College South,Evanston South,SA,5116,Independent,Combined,School Single Entity,Individual Reporting,http://www.trinity.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-10,Major Cities,1049,69,14,33,33,21,67,53.8,15,11.9,793,376,417,793,1,8
2019,49821,16029,Trinity College Blakeview,Blakeview,SA,5114,Independent,Combined,School Single Entity,Individual Reporting,http://www.trinity.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-10,Major Cities,1029,60,19,35,30,16,45,39.4,16,10.8,638,306,332,638,2,17
2019,49822,16728,Harvest Christian College,Kadina,SA,5554,Independent,Combined,School Single Entity,Individual Reporting,http://www.harvest.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Outer Regional,987,40,35,33,19,13,22,20.3,23,14.9,285,166,119,285,5,3
2019,49823,16879,Trinity College Gawler River,Angle Vale,SA,5117,Independent,Combined,School Single Entity,Individual Reporting,http://www.trinity.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-10,Major Cities,1024,57,19,38,29,14,58,48.3,20,12.3,812,375,437,812,2,11
2019,49824,16724,Tyndale Christian School Murray Bridge,Murray Bridge,SA,5253,Independent,Combined,School Single Entity,Individual Reporting,http://www.mbcc.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Inner Regional,909,10,63,24,12,1,21,18.6,22,13.5,211,111,100,208.2,11,17
2019,49825,17261,Faith Lutheran College,Tanunda,SA,5352,Independent,Combined,School Head Campus,Rolled Reporting,http://www.faith.sa.edu.au,"Lutheran Education South Australia, Northern Territory & Western Australia",http://www.lesnw.edu.au,R-12,Inner Regional,1065,75,10,28,35,27,75,65.5,54,36,805,417,388,805,0,1
2019,49826,8824,Golden Grove Lutheran Primary School,Wynn Vale,SA,5127,Independent,Primary,School Single Entity,Individual Reporting,http://www.goldengrove.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-6,Major Cities,1029,60,18,29,32,21,20,16.8,21,10.5,249,128,121,249,3,0
2019,49827,5243,Immanuel Lutheran School,Gawler East,SA,5118,Independent,Primary,School Single Entity,Individual Reporting,http://www.ilsg.sa.edu.au,"Lutheran Education South Australia, Northern Territory & Western Australia",http://www.lesnw.edu.au,R-6,Major Cities,1026,58,17,35,32,15,25,22.2,10,6.2,334,184,150,334,4,6
2019,49828,5524,Our Saviour Lutheran School Happy Valley Incorporated,Aberfoyle Park,SA,5159,Independent,Primary,School Single Entity,Individual Reporting,http://www.osls.sa.edu.au,"Lutheran Education South Australia, Northern Territory & Western Australia",http://www.lesnw.edu.au,R-7,Major Cities,1071,77,8,21,40,32,11,10.4,5,3.3,120,52,68,120,3,5
2019,49829,4230,St George College,Mile End,SA,5031,Independent,Combined,School Head Campus,Rolled Reporting,https://www.sgc.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1029,60,20,26,34,20,34,28.3,6,5.4,309,132,177,309,0,39
2019,49830,16030,Trinity College North,Evanston South,SA,5116,Independent,Combined,School Single Entity,Individual Reporting,http://www.trinity.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-10,Major Cities,1048,68,14,33,34,20,68,51.8,20,12.5,827,419,408,827,1,9
2019,49831,2629,St Martins Lutheran College,Mount Gambier,SA,5290,Independent,Combined,School Single Entity,Individual Reporting,http://www.stmartins.sa.edu.au/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Inner Regional,1033,62,19,29,31,21,61,52.5,43,28.8,718,353,365,717.4,2,7
2019,49832,2611,Mount Barker Waldorf School,Mount Barker,SA,5251,Independent,Combined,School Single Entity,Individual Reporting,http://www.mtbarkerwaldorf.sa.edu.au/,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Inner Regional,1088,82,5,20,35,40,39,27.9,20,12.1,324,156,168,324,2,10
2019,49833,265,Pembroke School,Kensington Park,SA,5068,Independent,Combined,School Head Campus,Rolled Reporting,http://www.pembroke.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1178,98,1,4,17,78,179,159.4,98,80.8,1647,766,881,1647,1,11
2019,49834,2601,Portside Christian College,New Port,SA,5015,Independent,Combined,School Single Entity,Individual Reporting,http://www.portside.sa.edu.au,Association of Independent Schools of South Australia,http://www.ais.sa.edu.au,R-12,Major Cities,1042,66,11,28,36,24,50,43.5,24,16.7,621,325,296,621,1,22
